,gmrt_in_air1,gmrt_on_paper1,max_x_extension1,max_y_extension1,paper_time1,pressure_mean1,pressure_var1,total_time1,air_time2,gmrt_in_air2,max_x_extension2,max_y_extension2,pressure_mean2,pressure_var2,total_time2,gmrt_in_air3,max_x_extension3,max_y_extension3,paper_time3,pressure_mean3,pressure_var3,total_time3,gmrt_in_air4,max_x_extension4,max_y_extension4,paper_time4,pressure_mean4,pressure_var4,total_time4,air_time5,gmrt_in_air5,max_x_extension5,max_y_extension5,pressure_mean5,pressure_var5,total_time5,gmrt_in_air6,max_x_extension6,max_y_extension6,paper_time6,pressure_mean6,pressure_var6,total_time6,gmrt_in_air7,gmrt_on_paper7,max_x_extension7,max_y_extension7,paper_time7,pressure_mean7,pressure_var7,total_time7,gmrt_in_air8,max_x_extension8,max_y_extension8,paper_time8,pressure_mean8,pressure_var8,total_time8,gmrt_in_air9,max_x_extension9,max_y_extension9,paper_time9,pressure_mean9,pressure_var9,total_time9,air_time10,gmrt_in_air10,gmrt_on_paper10,max_x_extension10,max_y_extension10,pressure_mean10,pressure_var10,total_time10,gmrt_in_air11,max_x_extension11,max_y_extension11,paper_time11,pressure_mean11,pressure_var11,total_time11,gmrt_in_air12,max_x_extension12,max_y_extension12,paper_time12,pressure_mean12,pressure_var12,total_time12,gmrt_in_air13,max_x_extension13,max_y_extension13,paper_time13,pressure_mean13,pressure_var13,total_time13,gmrt_in_air14,max_x_extension14,max_y_extension14,paper_time14,pressure_mean14,pressure_var14,total_time14,air_time15,gmrt_in_air15,max_x_extension15,max_y_extension15,pressure_mean15,pressure_var15,total_time15,air_time16,gmrt_in_air16,max_x_extension16,max_y_extension16,pressure_mean16,pressure_var16,total_time16,air_time17,gmrt_in_air17,max_x_extension17,max_y_extension17,pressure_mean17,pressure_var17,total_time17,air_time18,gmrt_in_air18,max_x_extension18,max_y_extension18,pressure_mean18,pressure_var18,total_time18,max_x_extension19,max_y_extension19,paper_time19,pressure_mean19,pressure_var19,total_time19,air_time20,gmrt_in_air20,max_x_extension20,max_y_extension20,pressure_mean20,pressure_var20,total_time20,air_time21,gmrt_in_air21,max_x_extension21,max_y_extension21,pressure_mean21,pressure_var21,total_time21,max_x_extension22,max_y_extension22,paper_time22,pressure_mean22,pressure_var22,total_time22,air_time23,gmrt_in_air23,max_x_extension23,max_y_extension23,pressure_mean23,pressure_var23,total_time23,max_x_extension24,max_y_extension24,paper_time24,pressure_mean24,pressure_var24,total_time24,air_time25,max_x_extension25,max_y_extension25,pressure_mean25,pressure_var25,total_time25,class
93,383.2998008,205.5401282,1450,6510,2820,1582.271277,214553.687,3640,2430,256.4240668,298,4962,1888.218431,118038.5135,15180,85.72456741,4567,615,2740,2004.755474,42267.83802,3035,327.6625734,4161,4215,17725,1947.893653,53320.74045,18290,1355,110.1443329,2530,2458,2025.200252,25889.21274,13240,223.2938155,1571,3441,1855,1889.730458,123771.205,3875,564.7939764,386.1506768,12895,1121,2330,1724.255365,314537.1472,4625,311.9589065,836,2023,3210,1908.669782,147487.0779,10040,293.622586,894,3703,5080,1999.404528,38399.63852,5680,565,263.5837584,127.3585598,1374,2258,1815.068027,95695.94549,2770,191.0765325,1328,1930,2230,1848.820628,106351.7436,3400,180.5513181,594,2856,3235,1890.944359,123298.374,4245,134.0647304,539,3393,3275,1876.08855,130111.812,4760,279.7382228,1459,9060,7310,1854.826949,119342.6629,11060,6910,154.7894565,3213,6325,1790.401703,216937.7279,13955,1125,239.4724195,858,3103,1731.103937,291610.3451,4300,11035,421.3083633,12005,13661,1691.25624,237829.0112,23855,870,198.3056596,939,3646,1521.892744,192572.4806,2455,6957,10120,20385,1639.756439,255899.4165,56440,3380,202.6186892,1494,12027,1685.680086,185400.659,10335,4345,540.9090859,9419,15384,1709.904381,148473.3089,28085,1060,6904,4650,1745.674194,219265.0971,9025,5815,182.3556202,1145,7927,1640.286756,296237.213,9930,6414,6693,44930,1524.120187,423879.5464,198350,47400,7601,15406,1720.84432,205176.8796,83050,0
120,176.2085405,190.0148812,1646,5371,4345,1811.874568,168670.6598,7375,1435,42.57102412,583,4930,1793.946141,58912.86051,10440,219.6522619,4371,696,12290,1710.868999,203244.2587,17145,195.7221601,4333,4523,24175,2012.775595,29464.66836,25415,1300,52.18143742,2701,2426,2014.568062,41609.64248,15515,166.5145003,1319,3938,2250,1859.002222,193083.1978,5580,329.9975159,438.1996719,12595,1014,1965,1924.979644,116782.9869,5490,47.62787491,1159,1644,4385,1988.506271,70679.19637,6010,86.61343469,1198,3253,6520,1973.855828,93142.57124,12255,2355,117.5364797,201.9121518,1713,2406,1918.351159,131304.1138,5160,152.9856133,1432,2306,2255,1981.682927,60302.69547,3850,157.3827557,416,3071,4120,1975.214806,80742.39439,5235,211.7835241,529,3805,3230,1988.317337,61124.24759,5225,178.4380012,1200,11028,7180,1949.754178,110056.1004,12860,4210,92.85578935,1466,4437,1868.313574,194194.4884,10030,5230,270.9237198,707,7263,1985.258581,59611.78668,9600,15140,310.9876835,11662,13838,1898.207681,144153.6082,28550,2320,211.8028511,1863,5189,1929.196751,105186.8476,5090,7681,10832,24225,1841.693705,170399.3481,55760,2585,205.2000615,1456,12168,1945.360571,81595.72343,10295,1330,566.0014645,9855,16534,2020.151532,25627.30493,38385,894,6630,5540,1916.187726,133700.0207,8215,7265,149.5085509,903,7512,1929.995731,132608.9797,11950,7498,7766,17500,1878.540857,172143.6866,31455,21300,7833,14696,1959.760117,84093.12944,62320,0
165,335.0985339,205.1447768,1498,11349,7695,1817.001949,126806.8298,10655,16070,342.2361963,871,5371,1504.111453,94720.68089,29080,448.6808352,4636,856,5615,1795.236866,270929.5788,8130,434.1796112,4293,4236,26790,1927.837066,125293.7941,33805,875,104.4703535,2616,2409,1982.665411,75121.71103,16805,1026.097325,2416,7079,2495,1508.733467,176916.3799,4835,291.7498483,496.375178,13502,1561,2370,1650.660338,146514.5197,5400,803.6253798,1395,3190,2235,1752.297539,154396.5983,2675,2237.051795,2671,8201,3805,1967.977661,19922.65259,4040,885,312.6296934,302.0382889,2962,4429,1745.831721,127079.7725,3470,295.0061282,3022,3969,2585,1702.158607,202965.0735,3325,328.8763738,607,7479,3265,2000.352221,33396.97548,5260,295.1410602,1080,6597,3340,1839.94012,116328.4515,4650,430.6538389,7318,6410,8780,1873.644077,99358.66774,37670,7895,366.5661194,3077,7426,1733.066351,189667.1539,13170,1150,176.6865334,976,4243,1676.373656,231115.8792,3010,10720,481.0520102,11900,14459,1912.974202,106811.2383,25450,800,386.3054644,1027,2944,1727.636986,186964.7929,2990,7457,9793,36065,1868.644808,166125.7663,9206165,3110,209.5166231,2334,14169,1589.114518,118390.4744,11100,5920,337.7908481,9807,16403,1969.309859,69300.25877,47100,1584,7915,4290,1590.680653,169027.5903,7030,3725,213.2865863,1579,8849,1699.801663,127227.0117,7935,4931,4645,16460,1561.925881,265246.7837,46610,23350,8625,15254,1613.190774,135471.6018,62585,0
10,220.777297,93.24728263,1938,6711,8350,1426.586826,108200.5287,11335,58780,116.643872,1916,4703,1310.184211,210727.3211,103620,169.9411195,4914,1457,22450,1356.961915,152946.6914,32360,205.7131725,4834,4604,59895,1046.79439,110479.8656,95435,7655,95.4666131,3095,2937,900.3353042,87803.85972,33870,187.1394732,1387,4110,4770,567.1551363,35341.16671,17615,208.5510882,157.6620084,11995,1085,5690,682.8093146,116819.722,20420,90.3389758,1040,2127,8075,557.3839009,70263.89225,14030,197.7275124,1245,6523,7210,648.0950069,74228.05269,17800,3120,125.1249424,94.63606296,1508,3035,1031.634744,201542.3833,7610,113.7692556,1504,2598,4570,999.5623632,213524.5787,20725,171.8468986,446,3877,6455,1162.681642,133154.925,7625,132.0213509,1252,4599,4020,1122.986318,100986.4986,9030,123.0657957,1949,12344,13990,1363.102573,288583.7697,23295,25515,187.4324866,1763,5670,1544.372165,337581.6454,38520,6565,183.4223618,443,2020,1431.314943,117058.156,10915,20455,267.3050892,11992,13626,1497.370528,228324.2666,47430,5695,108.176259,956,2763,1230.378378,317946.2608,9210,7163,10382,27635,508.1633798,46837.96082,93070,12635,91.76712121,1477,11044,815.6773442,140307.0968,29805,33400,150.6511344,10081,15903,1331.948611,167926.3497,122330,1227,7368,16140,1283.252478,385186.2532,26190,19365,189.4065469,1214,10189,744.2999745,331899.6601,38950,4952,6403,12170,701.9441249,120760.7906,39780,5629120,5135,18327,1191.052144,243238.4589,5704200,1
170,274.7289642,234.4958021,2053,8487,4595,1880.668118,155216.3567,6735,6490,326.445362,674,4592,1644.777574,158769.4946,11930,461.0170265,4473,814,5565,1656.991015,231601.6944,9920,327.2690063,3935,4201,22535,2023.453295,26952.81671,26455,540,106.5072075,2395,2374,2027.32921,26846.22289,15090,361.4349989,1994,6537,3210,1652.042056,114250.3518,5120,392.8161318,187.1710247,13095,1232,6005,1815.667777,113154.4483,9460,193.2028767,1450,2811,3850,1872.737662,210090.4455,4985,478.6667907,1872,5268,7730,1835.435964,70232.51498,8640,1955,176.5471716,157.7532474,2693,3984,1547.703822,176746.5333,6665,178.9075169,2436,3825,5280,1704.897727,155785.8797,6840,377.196177,918,4655,6950,1978.122302,85074.68576,8029,240.9962411,752,5553,6480,1783.851852,93386.90552,8315,383.3801317,6356,6191,7500,1455.311333,141020.7531,11275,6565,140.4456569,2233,6141,1431.915354,244851.8334,11645,2670,181.0094968,748,4234,1660.387097,167647.8353,4685,13250,360.7439971,12177,13644,1847.216979,184288.3076,35395,940,356.5485112,1363,3269,1857.774955,171931.0637,3695,7457,9793,36065,1868.644808,166125.7663,9206165,4625,198.2449351,1552,11949,1741.140571,121045.0102,11810,4225,305.3679988,10470,16889,1988.397556,75569.47336,37365,1108,6201,6765,1813.999261,194214.2284,10305,3810,247.4627234,1296,9565,1767.243179,138846.483,8025,5529,6674,11555,1769.540026,229806.7555,24770,308275,7253,16567,1725.619941,160664.6464,345835,0
122,668.8420449,279.9075665,2690,6963,3805,1469.434954,129035.4889,4705,3865,265.5785008,385,4591,2027.047463,22258.70478,9975,31.4906372,4362,132,4760,2013.238445,41684.38327,5505,268.5277453,4301,4287,25900,1996.357143,71450.02148,26990,735,198.1778424,2583,2554,1996.705561,48037.69908,6220,234.5632083,1393,3280,1395,1658.275986,367176.7159,2960,462.8568068,616.2493834,12443,951,1440,1790.9375,161239.01,4275,717.3327542,1285,3944,2105,1453.855107,93505.82936,2490,144.1835577,1228,2669,2195,2007.726651,40849.1189,5160,860,226.7489347,270.7957576,1735,2273,1890.477654,105784.5512,2650,158.149346,1861,2187,1925,1824.202597,140703.3667,3010,272.2679032,840,5834,3565,1517.54979,145491.0161,5710,176.5937586,712,3189,2910,1751.616838,325593.7999,4300,286.6635508,5496,3383,5980,1811.453177,179100.7578,9575,5505,72.89714273,1317,2999,1877.133715,175281.2887,10740,1480,54.06245869,398,1644,1863.400646,202981.6359,4575,8630,450.3546502,12415,13151,1776.067089,209506.3831,22045,1070,89.48035096,794,1886,1883.317865,148985.0475,3225,7136,10125,22865,1859.960857,184102.8559,49015,3850,133.5028193,912,8686,1906.388852,130058.5509,11385,14400,335.7778813,9658,15715,2012.809513,42792.23439,57920,716,4632,5765,1718.184735,346629.7863,10785,2805,98.86700265,561,4209,1813.550155,206241.4057,7640,4967,5201,24610,1728.801707,305836.7116,49435,22320,6159,10713,1866.19761,177863.2486,55795,0
0,120.8041741,86.85333376,957,6601,10730,1679.23206,288285.0449,15890,6085,269.3557887,749,4945,1851.080916,167223.5947,24870,330.4875726,4495,765,11300,1891.24646,193256.4592,15645,232.6399073,4353,4292,69085,1982.085547,81804.5491,99710,66034,125.9897681,10933,3651,1990.66587,66772.32867,130919,244.1924478,1488,4119,1610,1718.419255,173920.6534,7675,390.1686194,629.3478014,12811,2459,1635,1600.782875,184588.855,9175,98.73891927,1144,2492,4390,1965.853075,60704.92033,28080,1331.340031,914,1522,4850,2044.84433,2236.789169,4910,2575,136.0573611,212.8870959,1499,3210,1687.389394,290375.662,5875,677.2519332,1455,3682,2795,1905.740608,95361.5803,8125,339.9038635,665,5711,4140,1864.578502,184446.0917,5240,130.795209,719,4246,9200,1862.805435,147899.585,11720,185.2067686,1670,2945,6680,1755.282934,197876.2418,9590,17354,119.1841909,1211,4025,1702.472721,382887.3923,32384,3730,152.8922207,544,2188,1819.885217,186310.4355,9480,26660,233.5208316,11411,14027,1799.077895,191908.7263,43285,1330,154.3161049,856,3091,1766.065327,250250.3927,3320,7021,10151,23540,1818.464104,188183.0325,87650,4185,175.2342275,1258,11038,1880.546009,166662.4307,12390,15230,251.6229714,9446,15804,1968.503224,91381.55699,83470,838,5343,4970,1828.508048,215302.3807,18185,10965,126.6587093,788,5828,1665.775746,314371.4367,16160,3200,4211,16570,1704.26041,287628.2258,57930,104485,10066,13235,1749.278166,296102.7676,144605,1
135,152.8784098,202.6752782,18602,6530,8020,1842.569202,162206.9036,61895,515,57.1607637,495,4846,2022.465164,25289.8451,5395,124.8889082,4602,717,5430,2013.938306,47291.67115,5815,210.2489576,4244,4218,11800,2038.469915,10230.83554,17490,1820,333.3549459,2672,2525,2016.642565,41911.98274,9150,235.7728406,1647,3843,1830,1781.439891,311499.536,5740,298.3061208,524.7754475,12721,903,1695,1897.410029,137949.469,4695,418.129742,1138,2740,2070,1988.724638,58534.83239,2570,348.5518985,1633,3814,2465,1912.20284,137772.754,7005,245,397.400778,242.0251273,1971,2362,1911.174061,108131.0857,1710,173.034484,2552,2782,1935,1955.180879,79952.67529,2675,203.9011876,476,3467,3035,1972.733114,92653.2632,3880,469.8551353,811,5169,2635,1981.679317,75550.69602,3345,638.0033918,5533,3711,4455,1972.158249,65018.63601,5345,12220,249.2761322,3672,7897,1713.906593,176120.6506,15860,2465,213.0642584,1031,3401,1718.574924,267242.0487,4100,5955,596.7995317,11985,13627,1869.376993,136943.4912,17560,1590,206.6681929,1505,4586,1662.969697,216016.9183,3075,7682,10133,19635,1627.078941,208288.8229,82295,6745,227.9291163,2550,13205,1768.923936,159188.2978,13910,8380,834.4093553,9435,16005,1908.608438,114389.0557,24380,1193,7740,3955,1839.77244,160242.6789,8390,2915,264.3588594,1246,8818,1905.070807,123250.1801,6940,6867,7485,11140,1758.493268,199966.9959,62265,624285,10095,19243,1634.794465,223263.3926,657345,0
124,444.5601489,206.0120578,1883,7998,4375,1747.441143,196497.4397,9495,3260,256.1738495,236,4567,1635.539503,136439.1198,12120,102.2586572,4319,181,2555,1976.956947,26859.38758,3015,168.4528584,4157,4213,25055,1884.066454,60501.22668,25780,855,86.86909759,2528,2426,2039.658661,8998.772862,14595,410.5609186,1549,2915,3125,1991.768,52186.83418,3605,246.1046302,399.971627,13031,1531,2990,1920.319398,105990.6388,6385,108.2430098,1186,3283,4005,1992.139825,63253.08157,5580,136.9043875,1780,3607,4880,2020.939549,25661.48712,7740,2800,402.4328204,178.2283954,2932,4713,1845.108911,211113.5883,9365,212.2005047,2401,2819,2695,1901.693878,101538.4796,3660,351.9991838,494,3043,2735,1789.879342,335915.671,3205,183.3910695,659,3740,4705,1964.473964,72461.58832,5750,253.5023665,3839,7593,7855,1954.708466,85777.3905,11605,5100,207.6021178,1457,4399,1406.830357,162972.7123,8460,2685,230.8713751,819,2550,1269.628141,233583.8215,4675,10705,305.6750815,12051,13774,1857.055953,168038.963,26075,1225,355.1115794,1512,3370,1315.090164,110297.8307,3055,7243,10141,20445,1393.680362,161763.3517,55025,4140,169.4544177,1440,13143,1458.385811,133613.6262,11540,20120,294.3313957,9577,14950,1526.010507,183447.1995,52480,879,5847,3615,1701.569848,198974.483,5750,2195,170.2676462,731,4906,1540.4379,230840.218,6100,7575,8246,9030,1430.909192,247081.8899,35470,24670,6037,15462,1532.649434,165058.1907,59585,0
64,286.2881414,357.8696394,1857,4566,2350,1788.748936,119729.9582,4185,3740,392.9572042,299,4756,1557.02406,118309.6686,7065,116.3107794,4729,386,3140,1964.64172,68646.40507,3820,140.3486181,4269,4417,14280,2005.608193,28460.93997,17695,4215,163.3054858,2564,2489,2040.280125,8533.54539,25045,204.9999994,3166,5495,2015,1965.198511,77590.11444,6055,504.4392969,426.9186412,12739,1437,2460,1957.869919,84597.6091,6945,179.9100865,1590,3347,1785,2023.943978,18484.88762,3195,86.11281054,1622,7792,20510,1131.638713,314310.8436,63750,2610,94.58105366,157.9297094,1417,2188,1324.148362,132000.7545,5205,92.69608398,1293,1911,2420,1488.227273,146999.6343,6415,1323.166552,1215,4911,3300,1987.731818,46309.69929,3525,309.5288226,1123,4150,3455,1814.30246,75813.68131,4255,482.6390094,9425,6993,8045,1960.833437,64913.44274,10110,9960,156.0173324,1148,4307,1480.816417,305489.4879,15625,930,342.1153732,748,3938,1968.95053,52086.03053,5175,21215,263.3725146,12133,12818,1461.848698,194679.3154,38300,775,424.2891443,1274,4484,1997.387424,47822.07911,3240,7342,10539,25625,1925.246829,98712.68737,61950,7905,135.1261072,2226,17546,1700.240741,161697.7428,16815,8580,512.6728967,9568,16215,1907.118419,123300.4165,37925,897,5778,4845,1903.937049,100321.9517,7960,7525,173.1299826,2530,11717,1730.485097,205486.0039,14235,9849,9087,11835,1911.445289,93729.21363,68695,311585,6936,19344,1359.87813,260234.3212,375875,1
44,263.2525531,150.3942837,1049,9005,5550,1170.209009,141934.6482,9270,4715,240.253377,332,4635,898.6648352,50583.9188,10175,100.5637063,4302,296,5420,1319.917897,40748.10673,5925,224.7362347,4466,4437,29835,2007.538462,22433.90195,32005,520,45.30012962,2519,2408,2023.643852,28798.56914,13085,230.8065993,1187,4130,2330,1284.791845,161894.0532,8775,254.2498806,228.9937463,12796,1208,4515,1885.807309,157817.1744,7925,354.9772089,910,2222,2790,1700.051971,62255.88081,3300,77.17194732,1883,6470,12660,1446.253555,172668.8488,31535,855,343.9765833,333.5189786,4123,6345,1737.848912,113120.1513,4760,246.3065903,2568,5293,5055,1792.310584,87609.95695,5920,510.6447197,984,6409,4340,1981.292627,68937.75538,6075,466.0206794,2159,6152,4620,1832.136364,104452.3645,5105,142.8221486,5662,4918,11725,1297.161194,111635.893,40395,10215,90.84037662,1701,11694,1763.406685,250492.999,19190,820,192.8591714,663,3105,1857.549085,197845.3524,3825,34675,252.4690472,12153,14167,1445.626834,119322.5202,51370,2275,93.10894247,1289,3899,1757.711111,158119.7565,4525,6869,5870,12350,1896.311741,143946.5061,38925,1655,342.5545089,2340,16666,2007.344116,41843.27869,8920,2300,381.7835541,9230,15375,1853.547292,81316.12521,33225,791,4733,6395,1397.63878,316147.1627,11220,8985,118.7498717,1608,9748,1620.303383,131519.7526,18445,10898,8066,20305,1741.418124,208308.1758,60535,11175,9830,16916,1961.516027,84889.52196,41280,1
95,188.083515,122.606139,1421,7488,5545,1829.20018,106875.8211,7720,1125,27.58494431,546,4643,2013.030392,42959.75692,6225,378.3920704,4483,427,7465,1739.904889,269244.5161,9890,61.29653378,4477,4320,9825,2031.084478,20107.50228,10450,495,52.43520969,2506,2446,2031.142344,21629.45422,14405,170.2694808,1346,2367,2025,1910.775309,84139.231,3840,430.5117607,403.1211726,12808,856,2200,1784.315909,207592.5616,4950,131.6403226,1027,2026,2065,1961.530266,101507.0481,3070,640.5900666,1108,3554,3430,2017.413994,11114.76738,3740,340,377.8212719,170.9087685,1928,2153,1990.262473,45740.75757,2645,180.835453,1847,1996,2245,1978.808463,68571.12144,2805,279.2023143,485,3354,3800,1956.410526,65515.11305,4460,499.4743245,523,3914,3775,1973.382781,45132.11176,4115,563.3924425,4025,2860,6800,1885.249265,107726.9857,8090,1775,252.3017746,1537,4592,2017.276458,25724.27562,6405,205,1094.477075,699,3356,2033.985965,10905.97875,1630,6340,608.7947844,12310,13224,1996.944367,48737.58597,17035,245,509.5120967,1571,3363,1990.51626,61161.52616,1475,7057,10105,14300,1910.051399,128447.7851,33695,1920,390.7732196,1813,12883,2001.288889,40221.28056,6645,390,1281.382761,9306,15950,2032.284562,16665.84533,9685,1230,5498,2600,1972.1,71524.56308,4035,3735,246.3223338,1152,6967,1937.462046,114008.1595,6765,8692,8983,7400,1961.831081,80201.29579,16250,14490,9299,16288,1942.814939,101171.6121,36915,0
28,177.2948687,103.1182016,1257,4903,5015,777.8474576,51807.86008,9130,23680,117.3482656,847,5181,808.3445158,65430.0707,44695,92.83217715,3917,611,10200,858.6073529,72024.16985,27025,87.24722111,3593,3903,36475,796.3513365,89389.34702,71220,8220,96.93534143,4215,4955,1978.996814,84010.53643,33330,51.29656841,1137,2166,2730,715.9010989,71119.3382,11755,133.2129712,229.0243102,11974,961,3530,687.1458924,48220.51271,12695,131.6175503,1270,2235,8725,759.8275072,56631.87798,15325,307.3160669,2293,5037,11660,1528.854202,21442.0465,12470,6640,51.71148252,100.764175,1849,2709,1318.517208,178318.3338,11870,154.8173985,2523,3081,5040,1368.15377,156583.4337,6845,240.6248576,651,5366,10285,1832.490034,160206.9519,14730,146.4587469,633,3829,4600,1486.402174,219700.7883,5735,131.9691797,5917,5163,14615,1745.984263,282324.2755,32850,56780,158.6925505,2233,6837,1798.515663,164091.9715,73060,16020,266.6812465,968,2812,1708.918616,195424.6828,21365,105510,203.6051071,13214,13873,1712.589793,173691.6514,152535,4565,159.3465692,1674,2860,1895.919732,106746.8849,10545,7236,10362,20810,1606.201586,196045.0379,65620,5690,124.8472701,1666,10973,963.1379987,98879.02674,13335,9895,173.5394063,9889,15783,1417.995161,120181.8184,41925,1487,6781,6470,1005.574189,165586.9122,16625,8925,137.8409373,1262,6681,1802.213881,253859.8622,15985,7899,8527,14190,1671.117336,162195.6617,31035,47950,8152,14213,626.6380868,73347.34392,81715,1
40,331.2334764,156.4895509,1039,7637,5815,1179.699054,149310.1175,11520,4900,305.4984583,309,4694,1771.408228,95384.6036,12800,56.6267402,4115,81,7545,1684.832339,145557.8877,8665,48.39569624,4100,4130,25620,1952.383099,64586.66686,26720,3570,161.5359158,2327,2324,1935.878966,123913.1428,7825,241.1288852,1748,3653,1910,1227.871728,125331.6877,8570,180.4718834,228.8312904,13241,1326,4465,1905.022396,120405.8382,17410,183.5551225,1297,2385,3745,1696.341789,216411.8057,8785,325.6658078,713,2706,3455,1607.625181,128572.8798,5905,1015,240.5893364,182.9233467,1937,3102,1895.506048,114022.004,3495,166.8224399,2567,3148,1985,1927.967254,96763.42714,7630,244.6428086,1599,5093,4585,1753.852781,177414.4876,6285,255.8701778,1123,4402,2545,1999.946955,45272.02666,3440,309.8456928,1240,11982,5465,1578.429094,224052.2303,7750,8380,317.9502903,4979,11618,1734.165485,186402.7882,12610,525,325.9554755,1153,3572,1801.856531,219349.1207,2860,8185,391.8603957,12183,13768,1931.030961,92106.73688,20620,3355,365.9959749,1641,3953,1809.041322,151356.0272,5775,7571,11010,23510,1937.637814,116025.6347,56770,2105,335.2510246,1604,13709,1904.050286,123379.2266,9960,13530,325.6467016,9678,16143,1781.462714,106960.32,56375,817,6569,5050,1682.924752,190165.4874,10680,7755,207.1653784,793,6966,1331.083333,264330.3727,11535,10176,9451,10370,1356.428158,193912.9932,29530,24809,9010,16376,1876.035259,165849.6658,65224,1
125,359.163772,162.1408143,1250,6881,4715,1574.128314,79839.39287,6000,795,91.58891204,673,4946,2027.530259,19500.1122,7735,48.93537692,4098,357,4395,1622.339022,82355.39815,5010,35.52760785,4268,4544,22035,2024.641479,32983.83334,23540,695,53.02747452,2528,2476,2039.91103,8322.629501,8900,284.2247767,2355,5249,1715,1930.932945,102063.322,4505,390.0759724,621.3511298,12932,1257,1525,1944.062295,98664.85186,4600,99.0236626,1284,2714,7120,1609.870084,364353.1973,15900,290.0200427,1637,2910,2825,2025.729204,19820.50543,3200,1725,133.5811578,215.3123289,1456,1781,1902.361186,133125.7725,3580,234.4959505,2245,2736,2700,1406.051852,576735.9492,2950,223.7468154,448,4892,7075,2006.619081,56939.31002,8390,250.2150396,561,3489,3080,1726.159091,385390.6857,3880,245.5233669,4605,3284,6255,1822.093525,266773.7874,9390,9790,177.4863165,1697,4613,1901.223209,127229.4641,18235,3550,227.4316166,691,2778,1895.09817,131448.0519,6555,12795,307.2156759,11993,12488,1901.654822,136591.7743,28555,825,357.9451666,1783,3629,1870.462209,102319.4986,2545,7447,10584,26920,1873.717682,154401.3226,79145,3275,239.0607191,1942,12436,1929.763064,90076.89948,10260,8480,393.8396333,9567,15229,2014.067542,39545.48181,53045,1128,5965,4450,1813.638202,154535.4152,8064,3465,219.7818635,1280,7082,1874.313559,129293.4792,7595,7122,8703,29790,1752.321752,283648.8906,75575,21270,5819,17199,1867.641082,144583.0427,55470,0
25,202.9456868,172.225169,1296,6818,5745,1456.54134,170829.0977,8660,16840,145.1592394,689,5148,1327.74251,203028.8356,28355,270.2995354,4360,744,10425,1715.745803,236857.4001,21740,88.32125638,3974,3824,27530,1816.958409,102804.2756,40150,9405,118.8877312,6000,5338,2004.002796,43697.93072,25500,248.994016,1440,3959,3580,1691.812849,253842.1689,35960,171.5125207,206.2181909,12899,1576,4835,1401.105481,213653.3498,14000,127.8742217,1708,7654,15120,1581.184854,239090.1394,57415,298.82716,840,2300,5715,1969.075241,54508.24281,6120,2455,143.3416992,130.0103846,1233,2813,1697.788304,184358.3353,6730,80.12383991,1011,2147,3185,1689.839874,203272.2193,4805,198.8058599,1602,6123,2440,1967.25,81553.45389,4525,115.2326689,420,4328,4795,1772.558916,216424.7512,7450,76.50079049,2055,2749,8770,372.3443558,24874.40365,41995,17570,148.37535,2529,6085,1831.639474,152873.6069,21370,2935,205.8589197,1391,4601,1856.039773,191502.9302,4695,8160,406.8214826,12757,14858,1988.724203,46947.91218,21340,4140,238.2442379,2624,6283,1965.361233,59030.47303,6410,5329,7680,22205,626.7327179,89457.00152,77035,9580,74.54203328,1789,10202,1254.232868,257513.8154,24610,35155,190.2513255,1494,6900,1671.655598,169363.0338,46900,1416,6945,13715,1646.948596,238379.5471,33095,5405,139.8989959,851,7662,1745.339202,207688.703,9665,2876,2715,21670,1648.82395,341957.5207,73340,43700,7946,15822,1412.871469,202272.6673,94505,1
23,170.6400091,141.2005391,1715,5983,3975,1514.38239,203531.0664,8670,9405,382.3505844,222,4676,1916.912946,166816.117,22730,60.2489803,3882,246,10130,2016.875617,37361.55215,10970,188.9467188,4569,4665,38045,2026.60481,24401.85184,46985,2120,29.23328256,0,0,0.0,0.0,2120,265.3006175,1391,4489,5960,1923.169463,89329.77833,17265,171.5760377,71.70143569,11985,1915,17730,1962.465313,77770.0356,54615,263.2120576,1773,5272,12540,1913.563397,102527.0458,22280,215.3269643,1490,6833,4275,1533.298246,338608.7684,34535,3755,325.3707268,261.4727806,2259,3594,1644.753356,164374.1757,6735,90.29999814,2083,3263,3040,1617.748355,163945.139,6750,177.6806825,0,0,0,0.0,0.0,595,212.9612679,685,4191,5015,1551.178465,174951.1077,6390,511.1182798,2762,14236,5570,2003.548474,51830.63365,6800,37115,180.0774896,1568,5524,1635.272881,269292.2374,43015,18100,290.2238616,942,3387,1443.370536,328360.827,20340,43515,154.9967568,11990,15305,1681.081487,169938.1231,63825,6925,275.5024379,1431,3382,1611.944099,205010.8105,9340,7017,10156,53270,1750.281397,260476.8078,249160,3735,177.4232837,1413,10541,1642.019795,116910.646,11060,11865,196.9964047,9760,15733,1972.34785,85867.29757,39650,1143,6220,4075,1783.728834,183079.3167,6105,8710,208.4640339,1351,10722,1310.162452,195068.8533,15235,3194,7291,10705,1722.707613,158900.3564,140385,25465,5263,11390,1578.746651,201469.5285,59430,1
