Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
0.14994,0.36467,0.58591,2.6619,10.944,0.000721,0.18971,1.7422,1.5669,0.63533,0.19905,0.53809,0.13928,0.18971,609.91,0.59845,2.7422,0.18971,0.12107,106.06,0.83359,0.19581,0.095694,0.40445,0.61149,0.48941,20.946,9.5203,3.6226,0.22824,0.12167,94.065,3.8803,3.7513,0.19885,1.5669,188.33,0.6379,0.12691,0.275,0.054185,0.12497,196.03,89.971,0.32934,1.3705,121.47,0.16727,0.10676,2.5734,0.35255,0.25771,10.323,10.365,2456.9,0.12691,0.236,0.87968,0.004038,3.4415,4.0569,82.127,4.4443,25.46,0
0.057348,0.46416,0.24867,1.6548,-31.543,0.00028887,0.071543,1.1544,2.0684,0.53584,0.092106,0.18839,0.058495,0.071543,1400.2,0.26067,2.1544,0.071543,0.034588,72.601,1.1264,0.091965,0.027725,0.12288,0.49276,0.23009,4.4725,0.66921,4.3962,0.22134,0.036206,72.257,5.0514,4.1329,0.15013,2.0684,3.4392,0.59894,0.072583,0.019254,0.10941,0.044461,109.6,37.001,0.13939,0.57141,78.283,0.042516,0.020555,1.3539,0.37975,0.19796,1.4421,1.6119,6191.9,0.072583,0.10702,0.96549,0.11775,5.0275,9.8646,67.012,5.4468,5.5666,0
0.062534,0.31277,0.36961,2.7728,39.29,0.0,0.063748,2.1972,1.6233,0.68723,0.080785,0.30576,0.10554,0.063748,666.31,0.54779,3.1972,0.063748,0.03927,48.878,0.96423,0.076885,0.038522,0.15233,0.50799,0.54391,4.5127,0.87606,5.0295,0.14267,0.04423,50.845,7.1786,4.7852,0.12665,1.6233,4.9757,0.75972,0.07802,0.39232,0.056517,0.047362,111.59,62.714,0.28767,1.7301,53.014,-0.030702,-0.018913,1.8483,0.20849,0.1393,1.6289,1.8007,39560.0,0.07802,0.090995,0.96091,0.10549,7.4675,5.8201,46.878,7.7861,3.8477,0
-0.21547,0.81323,-0.42446,0.4636,-156.63,-0.24249,-0.21547,0.22966,1.3383,0.18677,-0.020791,-0.2723,-0.16101,-0.21547,-1377.6,-0.26496,1.2297,-0.21547,-0.16101,70.785,1.0378,-0.14112,-0.16101,-0.82142,-0.2619,-0.26496,-1.3929,-0.67042,4.5697,0.58399,-0.1339,229.32,1.9925,1.9388,-0.1726,1.4626,8.9408,0.19877,-0.12897,0.04261,-0.19209,-0.10545,90.859,20.074,-0.83024,0.37059,60.081,-0.14112,-0.10545,0.4511,0.79131,0.50188,0.29499,0.31395,-15761.0,0.058882,-1.1537,0.90616,0.06427,5.1565,18.183,215.82,1.6912,2.1138,1
0.007576,0.56051,0.08696,1.1794,-75.745,0.18325,0.007576,0.69981,1.0024,0.39225,0.007576,0.015627,0.049699,0.007576,3436.0,0.10623,1.7841,0.007576,0.006324,95.948,1.1004,0.042439,0.006324,0.18325,0.39225,0.10623,0.35508,0.20308,4.4259,0.45838,0.006324,148.06,2.4652,0.075716,0.042439,1.2662,3.394,0.46793,0.035423,0.049305,0.1952,0.035423,166.92,70.97,0.024057,0.52978,96.177,-0.009527,-0.007952,1.0201,0.48483,0.40564,0.91601,1.0927,2318.6,0.002378,0.019315,0.99762,0.19294,3.8041,5.143,147.71,2.4711,2.7978,0
0.05395,0.43632,0.0088443,1.036,-20.771,0.0,0.056604,1.2919,2.1515,0.56368,0.10348,0.23022,0.0792,0.056604,934.6,0.39054,2.2919,0.056604,0.026309,22.156,1.3938,0.0026533,0.025075,0.021333,0.44575,0.38446,0.056604,0.011872,3.5305,0.19444,0.036585,40.086,9.1079,5.1324,-0.086969,2.3426,0.6517,0.75413,-0.040422,0.076739,0.12489,0.0012332,40.011,17.855,0.41309,0.60791,21.287,-0.11114,-0.051658,0.58378,0.24587,0.10979,0.75663,1.0123,30.0,-0.040559,0.095711,0.95595,0.33787,16.474,20.443,41.711,8.7506,2.888,1
0.11387,0.41032,0.40563,2.3753,69.494,0.0,0.14981,1.4371,1.3708,0.58968,0.15505,0.50795,0.13352,0.14981,818.3,0.44605,2.4371,0.14981,0.10929,44.837,1.0351,0.14349,0.083069,0.52368,0.58198,0.35845,27.393,1.3546,3.8129,0.054796,0.11304,86.799,4.2051,3.0226,0.13051,1.3708,4.6123,0.70506,0.095208,1.1509,0.077405,0.10468,96.158,51.321,0.67624,1.8044,49.555,0.11028,0.08045,1.7074,0.29494,0.23781,1.9693,2.3546,2636.6,0.095208,0.1931,0.89265,0.19567,8.1406,7.1121,78.535,4.6476,4.5779,0
-0.016576,0.10479,0.24989,3.9273,81.994,0.0,-0.016451,8.5432,0.91272,0.89521,-0.012221,-0.19271,0.05763,-0.016451,727.13,0.50197,9.5432,-0.016451,-0.018024,21.181,1.1441,-0.016232,-0.018161,0.089398,0.85346,0.50078,-3.8379,0.37593,3.9814,0.012371,-0.01339,33.696,10.883,8.8661,-0.011978,0.91272,14.63,0.91451,-0.013123,1.1192,0.06613,-0.017785,95.863,74.683,-0.31296,3.3069,20.808,-0.085283,-0.093438,3.1994,0.085366,0.091885,1.3467,1.3757,3.9273,-0.013123,-0.018516,1.0179,0.021555,17.233,4.8873,34.138,10.692,1.3731,0
-0.29926,2.2371,-0.54263,0.64769,-322.72,-1.0373,-0.29926,-0.55318,1.0501,-1.2375,-0.027836,-0.1943,-0.27816,-0.29926,-2795.5,-0.13057,0.447,-0.29926,-0.28499,198.5,1.0813,-0.21304,-0.28499,-0.82449,-1.3365,-0.13057,-0.7849,-226.52,2.7034,2.0467,-0.28499,446.15,0.82019,0.56469,-0.20999,1.2354,0.6161,-0.54521,-0.19998,0.065078,-0.36221,-0.20288,311.92,113.42,-0.52404,0.43584,165.0,-0.22021,-0.20971,0.44593,1.5402,1.2192,-516.6,-227.6,-274.09,-0.19998,0.24182,1.0225,-0.55944,1.8388,3.2181,535.37,0.68177,438.36,1
0.000493,0.33412,0.11637,1.466,-22.197,0.0,0.005172,1.9929,0.7602,0.66588,0.039223,0.020712,0.076944,0.005172,2084.9,0.17507,2.9929,0.005172,0.006803,62.798,0.81329,0.000535,0.000649,0.027002,0.48048,0.16106,0.015712,0.18356,4.9792,0.40222,0.02477,140.2,2.6446,1.9764,-0.005938,0.7602,29.904,0.67374,-0.00781,0.20569,0.2068,0.000704,151.1,88.304,0.00377,0.94223,72.293,-0.052787,-0.069438,1.0956,0.2497,0.37813,1.0504,1.0628,11093.0,0.14488,0.00074,0.91345,0.011815,5.8123,4.1335,119.89,3.0445,1.1992,1
0.018393,0.30791,0.45443,2.5065,39.219,0.068206,0.028087,2.1282,1.018,0.65531,0.028087,0.093112,0.051381,0.028087,1492.6,0.24453,3.2477,0.028087,0.019166,72.948,1.058,0.0292,0.012551,0.09768,0.65531,0.21305,0.20284,1.863,4.8741,0.19744,0.019166,76.485,4.7722,0.094832,0.0292,1.5627,73.92,0.66158,0.019926,0.094309,0.13249,0.019926,181.23,108.29,0.062801,1.5356,74.26,-0.018009,-0.012289,2.4555,0.30165,0.20955,2.6866,2.7123,34008.0,0.017676,0.028067,0.98232,0.0095623,5.0036,3.3707,75.133,4.8581,6.0079,0
0.0013109,0.31803,0.21712,2.2452,-6.4029,-0.0035057,0.00054483,1.9452,1.0014,0.61864,0.00054483,0.0031247,0.033471,0.00054483,2809.1,0.12993,3.1444,0.00054483,0.0004413,68.088,0.93647,0.0066317,0.0010618,0.0031915,0.61864,0.13234,0.053791,0.35681,4.9569,0.24894,0.0004413,51.623,7.0706,0.020852,0.0066317,1.2702,1.1219,0.7623,0.0053715,0.10732,0.22054,0.0053715,110.21,42.12,0.0056922,0.9244,68.185,-0.034146,-0.027658,1.231,0.17436,0.14143,1.0166,1.2527,19663.0,0.0014173,0.0021191,0.99858,0.23223,5.3607,8.6657,51.549,7.0806,2.0289,0
0.028468,0.68169,-0.0027191,0.99383,-53.607,0.0,0.036115,0.46695,1.6956,0.31831,0.059536,0.081914,0.052266,0.036115,2807.5,0.13001,1.4669,0.036115,0.021299,50.221,1.6578,0.058973,0.016789,0.046585,0.27942,0.11879,2.5179,-0.0048397,4.3509,0.36969,0.035111,98.339,3.7467,2.4233,0.059151,1.7115,1.5371,0.45159,0.034884,0.12921,0.20383,0.034779,82.058,31.837,0.12202,0.65838,51.551,0.0064634,0.0038118,0.64278,0.44089,0.2669,0.56657,0.80379,-61.0,0.034911,0.089434,0.9652,0.41871,7.2679,11.465,94.906,3.8459,3.0181,1
0.02089,0.68197,-0.022951,0.9646,-85.727,0.0,0.027696,0.46633,1.3513,0.31802,0.041222,0.042724,0.048766,0.027696,3777.4,0.096628,1.4663,0.027696,0.020496,68.801,1.6754,0.041218,0.015459,0.06792,0.081021,0.086648,3.0471,-0.061306,3.3294,0.45514,0.030506,180.93,2.0343,1.9337,0.043508,1.36,11.081,0.35147,0.032198,0.14533,0.28623,0.030503,143.45,74.652,0.082014,0.53825,70.501,0.0030164,0.0022322,0.9169,0.64824,0.49158,0.8495,0.93883,-49.0,0.032236,0.065687,0.96965,0.10516,5.3052,4.8893,175.1,2.0845,3.6095,1
0.014623,0.26216,0.28956,2.1931,-42.958,0.0,0.015563,2.8145,1.2523,0.73784,0.031883,0.064126,0.087379,0.015563,874.48,0.41739,3.8145,0.015563,0.012428,123.7,1.1415,0.030314,0.011677,0.031292,0.040609,0.41381,1.8575,0.61907,4.3135,0.20759,0.023412,71.917,5.0753,4.6984,0.020539,1.2523,5.6512,0.75693,0.016401,0.012991,0.070374,0.024208,154.22,30.522,0.034457,0.44447,125.76,-0.063544,-0.050744,2.0303,0.24269,0.19703,1.5774,1.6183,5959.6,0.016401,0.019819,0.98769,0.02587,2.9508,11.959,70.738,5.1599,2.6772,0
0.058613,0.70971,-0.070348,0.87484,-52.052,0.00036821,0.058613,0.40902,2.6828,0.29029,0.11349,0.10428,0.060681,0.058613,1591.2,0.22938,1.409,0.058613,0.021848,38.918,0.75448,0.11347,0.021848,0.19476,0.18401,0.22938,2.0676,-0.1384,3.204,0.25998,0.031928,79.852,4.571,3.62,0.11366,2.6828,2.8332,0.36287,0.042366,0.021787,0.10869,0.042293,65.232,26.313,0.2049,0.36589,40.64,0.0092823,0.0034599,0.69283,0.56206,0.21877,0.57111,0.71392,-112.53,0.042366,0.20191,0.97815,0.25005,9.3786,13.871,76.469,4.7732,5.2782,0
0.0,0.2813,0.39318,3.0268,168.71,0.48539,0.11017,2.5549,0.7165,0.7187,0.12279,0.56789,0.15376,0.11017,932.0,0.39163,3.5549,0.11017,0.15376,69.053,1.0186,0.10446,0.0,1.2203,0.6644,0.0,8.277,0.95238,5.0152,0.024069,0.15376,165.93,2.2,1.5172,0.10307,0.7165,5.1725,0.80601,0.14385,1.6582,0.089764,0.14579,135.25,66.195,0.0,2.328,115.93,0.10446,0.14579,2.0873,0.19399,0.45455,1.7409,1.9524,40718.0,0.40444,0.0,0.61326,0.12148,5.2858,5.514,98.823,3.6935,1.7356,1
0.16762,0.39219,0.4555,3.176,53.811,0.0,0.2091,1.5498,1.9394,0.60781,0.21713,0.99891,0.13538,0.2091,545.21,0.66947,2.5498,0.2091,0.10782,37.133,1.0771,0.21378,0.086427,0.47087,0.60231,0.56369,26.618,1.359,5.0661,0.1834,0.11196,44.19,8.2598,4.4086,0.21042,1.9394,3.613,0.73722,0.10849,0.21135,0.048919,0.11023,116.8,79.663,0.84955,2.2335,41.652,0.16033,0.082667,1.6952,0.20933,0.12107,1.8135,2.1995,53036.0,0.10849,0.27577,0.89429,0.2129,9.8296,4.5818,39.396,9.265,5.7864,0
0.035303,0.7591,0.12958,1.1787,-1.3639,0.13426,0.048722,0.31736,1.055,0.2409,0.048722,0.067181,0.044374,0.048722,4590.9,0.079506,1.3174,0.048722,0.035823,35.132,1.2294,0.062577,0.025956,0.17548,0.2409,0.061828,0.4854,0.89256,4.6394,0.45672,0.035823,205.33,1.7776,0.082437,0.062577,1.3823,21.381,0.27476,0.04601,0.195,0.33631,0.04601,191.45,156.32,0.26967,0.99817,37.064,0.050947,0.037459,1.1261,0.72524,0.56255,1.6593,1.8926,5649.0,0.052132,0.14654,0.94787,0.14054,10.389,2.335,194.63,1.8754,9.3683,0
0.002958,0.77675,-0.04624,0.84302,-47.291,0.0,0.002958,0.28741,1.0032,0.22325,0.011805,0.010041,0.019051,0.002958,14834.0,0.024606,1.2874,0.002958,0.002948,30.83,1.2264,0.009816,0.002948,0.00973,0.22035,0.024606,1.1095,-0.061515,4.2785,0.76674,0.011767,105.73,3.4529,1.3094,-0.013732,1.0289,2.5438,0.28755,-0.013688,0.027356,0.99696,0.009784,87.413,56.583,0.034904,0.31504,30.41,-0.006339,-0.006319,0.31968,0.29455,0.28961,0.29699,0.38254,-878.0,-0.013649,0.013248,0.98849,0.28804,11.839,6.4507,107.17,3.4059,1.3346,1
0.012436,0.54148,0.35099,1.8426,-23.087,0.0,0.016344,0.8468,2.4393,0.45852,0.047736,0.039234,0.023096,0.016344,3508.2,0.10404,1.8468,0.016344,0.0067,74.795,0.97145,0.047736,0.005098,0.43744,0.44003,0.096825,1.5206,1.51,3.6873,0.22073,0.018961,63.574,5.7413,4.4168,0.047641,2.4393,2.1431,0.58344,0.019531,0.012044,0.20574,0.01957,114.1,39.307,0.024879,0.64265,76.285,0.007743,0.003174,1.4175,0.41656,0.17418,1.9726,2.51,1708.4,0.019531,0.027121,0.9933,0.27243,4.88,9.2858,62.333,5.8557,10.494,0
0.072274,0.71053,0.13107,1.1989,-39.229,0.1649,0.091249,0.37818,1.0276,0.26871,0.091249,0.13847,0.031649,0.091249,2316.8,0.15755,1.4074,0.091249,0.025798,50.967,0.98503,0.10321,0.020434,0.20873,0.26871,0.13084,0.29985,0.62431,4.2092,0.1749,0.025798,69.881,5.2232,0.14525,0.10321,3.5714,5.7465,0.32025,0.029179,0.15464,0.18854,0.029179,71.014,20.047,0.14634,0.44943,52.373,0.082514,0.023329,1.1119,0.65899,0.19145,1.2799,1.5254,2121.8,0.026853,0.26897,0.97315,0.1918,7.1615,18.207,68.004,5.3673,16.848,0
0.23233,0.3459,0.58473,4.0567,28.22,0.37589,0.2288,1.891,3.0289,0.6541,0.23605,1.1961,0.09181,0.2288,454.02,0.80393,2.891,0.2288,0.075541,43.04,1.1558,0.23256,0.076704,0.46113,0.63676,0.81412,32.073,2.6108,3.9747,0.067889,0.077935,23.922,15.258,8.4383,0.11003,3.0289,3.2933,0.78129,0.036329,0.74702,0.04091,0.076781,76.297,33.256,0.65048,2.1896,44.663,0.18328,0.060512,2.2435,0.1913,0.065539,2.9205,3.4884,5516.8,0.036329,0.35519,0.92759,0.19445,8.4804,10.975,23.053,15.833,13.524,0
0.072977,0.046629,0.21769,6.4407,15.891,0.58013,0.087532,16.051,1.0421,0.74844,0.087532,2.1877,0.20398,0.087532,77.523,4.7083,21.446,0.087532,0.081326,60.129,0.65513,0.089722,0.067803,0.71548,0.74844,4.3962,0.86872,0.29326,4.6057,0.033637,0.081326,14.14,25.813,1.9242,0.089722,1.1371,12.149,0.75505,0.083361,0.27601,0.0069137,0.083361,83.647,23.518,0.41158,2.0092,62.661,-0.042288,-0.03929,5.5266,0.040011,0.03874,1.0083,1.0172,8780.9,0.040415,0.097506,0.95958,0.0088414,6.0703,15.52,13.569,26.9,1.45,0
-0.1196,0.20709,0.40636,3.3295,-6.161,0.0,-0.11409,3.8289,0.74771,0.79291,-0.097227,-0.65403,-0.10874,-0.11409,-929.68,-0.39261,4.8289,-0.11409,-0.15258,202.81,0.81294,-0.10204,-0.15996,0.73436,0.36389,-0.41923,-6.0524,0.96936,4.5725,0.25727,-0.13504,92.47,4.1952,3.5337,-0.098057,0.74771,17.209,0.80252,-0.13114,0.1008,-0.099665,-0.13648,274.94,72.127,-0.28788,0.94784,207.22,-0.13483,-0.18032,2.8046,0.17444,0.23837,1.8915,1.9144,15184.0,0.079137,-0.15084,1.0013,0.012117,1.7997,5.0605,85.152,4.2864,1.7836,1
0.00054362,0.49266,-0.032906,0.87276,-21.067,0.0,0.00054362,1.0298,0.99301,0.50734,0.014128,0.0021021,0.090021,0.00054362,2011.6,0.18145,2.0298,0.00054362,0.00054745,3.3652,0.76188,0.01368,0.00054745,0.41918,0.00054362,0.18145,1.007,-0.042498,4.2188,0.49391,0.01418,94.754,3.8521,2.0221,-0.0031925,0.99301,2.669,0.58847,-0.003215,0.051206,0.16017,0.013777,78.096,74.731,0.059378,0.83736,3.3544,-0.075168,-0.075697,0.45814,0.25861,0.2596,0.65523,0.76002,-544.59,-0.003215,0.0010715,0.99947,0.15993,108.46,4.8842,95.059,3.8397,1.2825,0
0.18835,0.43032,0.36039,2.0857,36.159,0.0,0.23045,1.3238,2.4371,0.56968,0.23949,0.69424,0.13878,0.23045,464.41,0.78594,2.3238,0.23045,0.094557,20.32,1.441,0.23346,0.077286,0.32316,0.49076,0.68813,25.812,1.1713,3.5834,0.17301,0.098239,54.647,6.7058,5.1727,0.21995,2.4655,8.2441,0.6372,0.090248,0.062178,0.042037,0.095795,100.6,80.277,1.3883,0.47091,22.247,0.1257,0.051577,1.6089,0.33194,0.14912,1.8516,2.071,1381.0,0.090267,0.33063,0.90284,0.11852,17.963,4.5467,49.714,7.342,7.9211,1
0.001366,0.90902,-0.13973,0.76103,-173.65,-0.087242,0.001366,0.10002,0.8707,0.090923,0.046486,0.002336,0.20325,0.001366,1874.9,0.19468,1.1001,0.001366,0.001569,111.14,0.67694,0.046382,0.001569,-0.10954,-0.08452,0.19468,1.028,-0.25188,3.5839,1.0245,0.051051,209.22,1.7628,1.1339,-0.14919,1.0771,1.0849,0.25673,-0.17135,0.042193,0.1365,0.053269,176.2,65.062,0.005152,0.4956,94.865,-0.12922,-0.14841,0.48953,0.58472,0.57322,0.1639,0.46279,-536.0,-0.17156,0.015024,0.95701,1.8236,3.2842,5.6101,245.12,1.4891,1.5695,1
-0.23402,0.55833,-0.2073,0.37264,-40.581,-0.20706,-0.23402,0.79085,1.8979,0.44155,-0.21439,-0.70823,-0.089545,-0.23402,-1199.1,-0.30439,1.7911,-0.23402,-0.1233,4.4697,0.4983,-0.21507,-0.1233,-0.50566,-0.44132,-0.30439,-10.957,-0.23641,3.9292,0.29284,-0.11296,57.65,6.4545,3.8199,-0.19411,1.9183,1.2337,0.52252,-0.10228,0.015711,-0.12325,-0.11332,22.681,18.212,-10.069,0.086049,4.055,-0.27914,-0.14707,0.22054,0.33043,0.15795,0.50356,0.5959,-1761.0,-0.10228,-0.52999,1.1118,0.18338,81.66,20.042,63.546,5.7439,2.1645,1
0.18053,0.81795,0.46469,2.3225,17.1,0.0,0.23149,0.22257,3.1204,0.18205,0.23551,0.65884,0.07736,0.23149,1236.8,0.29513,1.2226,0.23149,0.074186,38.454,1.1577,0.21866,0.057855,0.82873,0.18053,0.23282,54.406,2.5263,4.5189,0.24623,0.075474,44.875,8.1336,3.4939,0.26257,3.1204,1.1387,0.60998,0.084145,0.14308,0.11929,0.070074,89.574,51.12,0.54915,1.3869,41.987,0.20876,0.0669,0.99768,0.35136,0.12295,0.98969,3.3161,15348.0,0.084145,0.99168,0.92635,2.3507,9.4917,7.1401,41.099,8.8809,16.964,0
0.11971,0.41355,0.2013,1.4947,-2.0189,0.10181,0.14957,1.4181,1.0534,0.58645,0.14957,0.36762,0.062478,0.14957,837.63,0.43575,2.4181,0.14957,0.051857,27.166,1.2292,0.15521,0.041504,0.12964,0.58645,0.36354,0.56684,0.51375,4.83,0.097132,0.051857,54.238,6.7296,0.3753,0.15521,2.9222,58.93,0.59313,0.05381,0.3323,0.073162,0.05381,59.853,32.687,0.55765,0.96714,28.617,0.12457,0.043189,1.4706,0.40687,0.1486,1.4967,1.5138,13608.0,0.050703,0.20413,0.9493,0.011386,13.436,11.167,51.488,7.089,7.3613,0
-0.029435,0.64494,0.3191,1.9061,3.9712,0.0,-0.029435,0.55002,1.6543,0.35474,-0.010937,-0.083582,0.0066583,-0.029435,21372.0,0.017078,1.5505,-0.029435,-0.017794,66.133,1.0431,-0.01696,-0.017794,-0.079778,0.12039,0.017078,-0.91687,0.97165,3.4935,0.38528,-0.0072967,74.204,4.9632,2.7101,-0.078067,1.737,2.4115,0.5088,-0.047192,0.023108,0.91522,-0.010252,146.32,80.182,-0.098206,0.8742,62.59,-0.057409,-0.034704,1.0408,0.35217,0.20148,1.0802,1.5493,994.0,-0.047157,-0.082977,1.0063,0.43432,5.5192,4.5521,77.703,4.6974,5.0371,1
0.078599,0.43,0.069653,1.1661,-21.324,0.0,0.10142,1.3256,3.0992,0.57,0.12134,0.2418,0.054526,0.10142,928.78,0.39299,2.3256,0.10142,0.032724,27.338,0.98575,0.11839,0.025362,0.39722,0.52856,0.33993,5.9432,0.13633,3.6001,0.10652,0.039152,51.171,7.133,6.9575,0.10741,3.0992,24.294,0.58058,0.034658,0.26377,0.077076,0.038202,44.571,17.233,0.33861,0.61264,28.319,0.050824,0.016399,1.1374,0.41942,0.14019,1.1156,1.1363,277.35,0.034658,0.13789,0.96755,0.018556,13.351,21.18,49.397,7.3891,6.0658,0
0.032757,0.57263,0.16637,1.4299,-55.151,-0.031664,0.033999,0.74633,1.3218,0.42737,0.080738,0.087855,0.054879,0.033999,2881.3,0.12668,1.7463,0.033999,0.025721,82.76,1.1004,0.074814,0.024781,-0.010084,0.072497,0.12451,1.6007,0.3725,3.8423,0.41858,0.055272,113.36,3.2242,2.1789,0.075817,1.3285,1.3663,0.61301,0.057358,0.18411,0.16839,0.056598,133.13,50.367,0.10929,0.65544,87.675,0.036272,0.027441,0.96635,0.38699,0.31016,0.95686,1.3725,1157.0,0.057359,0.076647,0.97441,0.43438,4.4103,7.2468,106.86,3.4157,2.9595,1
-0.12039,0.97317,-0.066972,0.9235,-140.68,-0.034572,-0.12069,0.02754,1.3218,0.026801,-0.084368,-0.13787,-0.045035,-0.12069,-5967.3,-0.061167,1.0276,-0.12069,-0.091314,124.17,0.76026,-0.0878,-0.091086,-0.1471,-0.02192,-0.060857,-2.4169,-0.34971,3.682,0.71605,-0.070282,232.42,1.6187,1.4561,-0.053043,1.3326,3.7229,0.12317,-0.040131,0.045617,-1.2181,-0.066426,212.22,88.048,-0.26774,0.55928,115.83,-0.14897,-0.1127,0.83073,0.87542,0.61779,0.13995,0.64318,-322.0,-0.040126,-4.4921,1.0633,3.5958,2.9394,4.1455,241.74,1.5099,6.9019,1
0.0085363,0.62877,0.053298,1.0892,-60.942,0.0,0.013099,0.5904,1.836,0.37123,0.035577,0.021926,0.0071348,0.013099,17520.0,0.020833,1.5904,0.013099,0.0071348,62.201,0.94641,0.035376,0.0046495,0.96706,0.32271,0.013576,1.5738,0.1526,4.1257,0.33574,0.016051,140.54,2.6061,2.4762,0.036945,1.836,10.882,0.40227,0.020123,0.027374,0.59247,0.019268,126.12,63.916,0.027283,0.56551,73.346,0.035376,0.019268,1.0349,0.59744,0.38371,1.0629,1.1518,711.8,0.15487,0.022995,0.86028,0.083633,5.8681,5.7106,118.77,3.0731,5.2567,1
0.0083822,0.5772,-0.11488,0.69107,-118.84,-0.012924,0.0083822,0.73242,0.74758,0.42276,0.045284,0.022542,0.045151,0.0083822,6241.7,0.058478,1.7325,0.0083822,0.011213,62.939,1.1741,-0.016539,0.011213,0.036038,0.34058,0.058478,-0.44818,-0.15461,4.3753,0.77135,0.060575,183.6,2.0566,1.3249,0.0083675,0.80999,0.63979,0.62292,0.011193,0.0022665,2.1784,-0.022123,125.05,62.116,0.065025,0.34893,63.649,-0.04191,-0.056061,0.44521,0.37185,0.50302,0.569,0.83841,-2726.0,0.011161,0.019828,0.94413,0.47348,5.7993,5.8761,181.55,2.0104,1.0062,1
0.21629,0.30172,0.30422,2.0153,2.917,0.57473,0.2677,2.0773,1.1469,0.62676,0.2677,0.89339,0.20333,0.2677,301.05,1.2124,3.3143,0.2677,0.14879,30.749,0.93644,0.24372,0.12022,0.71803,0.62676,1.0421,1.5537,0.76796,5.0784,0.15966,0.14879,69.72,5.2353,0.80779,0.24372,1.8616,218.01,0.62884,0.13547,0.51797,0.029018,0.13547,91.021,60.272,1.4271,1.5095,35.265,0.14561,0.080931,2.0014,0.29964,0.19101,1.5822,1.5874,36445.0,0.12807,0.34509,0.87193,0.0033101,11.87,6.0558,60.79,6.0042,4.5417,0
-0.13264,1.0009,-0.053446,0.9463,-87.062,0.0,-0.11757,-0.00090035,2.2519,-0.00090117,0.036399,-0.11814,-0.045375,-0.11757,-3575.4,-0.10209,0.99909,-0.11757,-0.052208,77.017,1.0907,0.028867,-0.058902,-0.077147,-0.078925,-0.11715,0.18749,-0.91868,3.8859,0.43993,-0.051266,161.94,2.2579,2.245,0.0088843,2.2835,140.6,0.0024174,0.0039453,0.02143,0.7539,0.012819,149.19,72.17,-0.27915,0.49889,77.321,0.01348,0.005986,0.94089,0.99519,0.44368,-0.01549,0.041553,-411.0,0.0039268,147.19,0.98405,-3.6825,4.7392,5.0575,161.31,2.2628,38.708,1
0.047283,0.61272,0.070296,1.3596,-20.837,0.0,0.058747,0.63206,1.3727,0.38728,0.088761,0.30052,0.059636,0.058747,2731.8,0.13361,1.6321,0.058747,0.042795,32.515,0.8328,0.088761,0.034444,0.26601,0.29783,0.1149,2.9573,0.095743,3.3495,0.38622,0.062281,55.588,6.5662,2.0949,0.08916,1.3727,0.34566,0.80241,0.06495,0.5295,0.18255,0.06466,43.146,10.631,0.38666,0.73404,34.774,0.065642,0.047818,0.43377,0.19548,0.15229,0.52747,1.0929,157.19,0.06495,0.12209,0.95721,1.0719,11.226,34.333,51.977,7.0223,1.8697,0
0.11854,0.51946,0.37642,1.9615,-80.058,0.0,0.11854,0.92506,1.1781,0.48054,0.14253,0.30277,0.12781,0.11854,1259.3,0.28985,1.9251,0.11854,0.10062,185.99,0.3048,0.14069,0.10062,0.55921,0.29428,0.28985,5.8641,1.6233,3.7299,0.44006,0.12039,138.94,2.6778,2.0182,0.14961,1.1908,1.3454,0.60513,0.12699,0.008168,0.10025,0.11942,236.94,50.946,0.19746,1.5415,208.99,0.10866,0.092237,1.4783,0.39151,0.37344,2.0723,2.6096,2021.0,0.12696,0.24667,0.88039,0.25928,1.9625,7.1645,121.3,3.009,5.0803,1
-0.24249,0.92733,0.16598,1.2081,-87.909,-0.023207,-0.24262,0.078321,1.6559,0.072629,-0.23743,-0.30423,-0.14652,-0.24262,-1395.1,-0.26163,1.0784,-0.24262,-0.14652,134.51,1.9201,-0.14208,-0.14644,-0.26873,-0.2502,-0.26149,-1.4059,4.5452,4.3611,0.54788,-0.13884,173.8,2.2922,1.9712,-0.14744,1.6864,2.8477,0.19668,-0.089037,0.027901,-0.21756,-0.085803,207.47,72.964,-0.39739,0.79307,121.84,-0.14208,-0.085803,1.039,0.79748,0.43627,1.9888,5.3858,3812.0,-0.011412,-3.3387,1.0077,1.708,2.7136,5.0025,175.79,2.0764,45.343,1
