,minHBint2,VR3_Dt,ECCEN,VR2_Dt,ATS7s,ATS7v,ATS7i,ATS7m,ATS7e,VABC,ATS4e,ATS4m,ATS4i,ATS4s,ATS8e,MDEC-22,ATS8s,ATS8v,SP-0,ATSC8v,ATSC8s,ATSC8m,ATSC8i,SpAD_Dt,AATS8m,AATS8v,VE3_Dt,R_TpiPCTPC,VR2_DzZ,MDEC-33,VR2_Dzs,VR2_Dzp,ATS5e,VR2_D,ATS5m,ATS5s,ATS5v,SdO,fragC,SpDiam_Dt,AATS7v,SpAD_D,ATS1m,CrippenMR,AATS6v,maxaaN,SpDiam_Dzs,SpDiam_Dzp,SpDiam_Dzm,ATSC3v,ATSC3s,ATSC3m,ATSC3i,TPC,ATSC5s,minsOm,minsOH,AATS5v,ATS8i,ATS8m,BCUTw-1h,ATS8p,ATSC2v,ATSC2s,ATS4v,ATSC2m,ATSC2i,ATS3m,WPATH,SpAbs_Dzp,SpAbs_Dzs,ATSC1v,ATSC1i,ATSC1m,MPC9,SHBa,AATSC8v,AATSC8m,EE_Dt,minsF,ATSC0v,ATSC0m,ATSC0i,ATSC7s,ATSC7v,ATSC7i,ATSC7m,SpAD_DzZ,SpAD_Dzi,SpAD_Dzv,SpDiam_D,AATS1v,SsOH,SHBint10,ATS2v,ATS2s,ATS2i,MPC10,ATSC6s,ATSC6v,ATSC6i,ATSC6m,ATSC5v,naasC,VR3_D,VR1_D,VR1_Dt,AMR,ATSC5m,ATSC5i,ATS3v,ATS3s,ATS3e,ATS3i,SHBint9,SHBint8,SHBint2,SHBint7,SHBint6,SHBint5,SHBint4,ATS0s,ATS0v,ATS0i,ATS0m,nTRing,TIC1,TIC2,TIC3,TIC4,TIC5,ATSC4i,ATSC4m,ATSC4s,ATSC4v,MPC6,nAtomP,VR3_Dzs,MPC8,VR3_Dzp,VR3_Dzi,VR1_DzZ,VR1_Dzp,VR1_Dzs,VR1_Dzi,VR1_Dzm,VR1_Dze,AATSC7m,minHBa,ALogp2,SaaN,ATS1v,ATS1i,VR2_Dzv,ATS2m,ATS5i,mindO,TopoPSA,VE3_DzZ,VE3_Dzv,ATS6s,VE3_Dzs,VE3_Dzp,ATS6v,ATS6i,ATS6m,VE3_Dzi,ATS6e,VR1_Dzv,VE3_D,WTPT-1,Class
123,0.0,21.3522,928,10.461,599.8889,24412.3391,17618.7933,9347.6031,928.8367,403.2438,1132.3934,14708.0245,20292.3844,851.7778,812.3016,7.9616,560.0,21418.0818,25.4634,542.1265,26.4,419.9846,13.595,1229.07,83.8807,214.1808,-125.1209,12.1263,11.3333,42.3105,11.5533,11.336,1136.5766,10.4274,13265.094,975.8889,31351.6672,52.3622,421.08,841.8702,214.1433,413.8697,6483.6068,133.2928,225.8442,0.0,244.3717,245.4768,229.0244,82.9503,-32.6494,388.2257,-19.9298,2408,59.2105,0.0,10.7102,233.9677,15526.318,8388.0704,16.002,141.4922,-8.5654,-10.5532,34807.4824,35.9058,-3.1272,13428.1171,3614,348.5115,322.9246,363.6906,17.6433,-106.7176,440,95.9679,5.4213,4.1998,610.3378,0.0,2106.2508,1523.8035,67.7657,-14.5708,-89.3073,-0.4803,-153.9141,307.7145,309.4664,325.1638,308.1614,324.9694,43.6056,0.0,27926.1621,369.5556,12214.5635,496,-93.9698,-911.2035,-4.9122,-1281.6943,-669.4426,14,21.3406,375.3866,376.5958,139.4282,-397.203,-1.7887,34509.3048,572.7778,979.2949,17626.0587,9.7905,18.0713,0.0,16.328,15.0628,40.0745,18.0451,444.0,14024.7719,7622.6994,6101.3643,12,142.535,176.9735,218.1928,240.1928,248.1928,-38.3483,232.1637,3.0908,-585.9913,236,36,21.7098,356,21.6414,21.6406,408.0006,408.0966,415.9205,408.0014,408.0006,408.0006,-1.3501,10.7102,0.1225,0.0,17873.3145,7682.923,11.334,10289.8717,20539.2686,12.9881,149.2,-125.9554,-137.2431,638.2222,-16.7783,-123.7028,27101.3035,18370.6665,10197.1051,-127.2618,995.2533,408.025,-122.7519,74.6599,1
10,0.0,53.6826,1164,54062.0272,439.8889,23883.0052,17962.2719,7837.7084,914.1664,420.8601,1026.1057,11509.6767,19743.8989,649.2222,760.5992,10.9331,356.3333,20523.1855,25.8442,-804.8626,-16.1949,-470.0058,-27.968,981.3484,73.5448,211.5792,-133.8556,6.8811,21.5145,18.6826,26.187,14.0097,956.0731,54062.5463,10214.9043,529.1111,27270.6002,51.9278,432.09,681.7775,205.888,523.3948,6804.1594,136.091,227.2491,4.2936,308.2133,460.2039,303.1375,-84.1357,-26.4366,-130.8556,-15.7755,1833,-32.2002,0.0,0.0,231.1068,14932.5414,7133.8411,15.999,142.2464,208.5518,7.2045,28610.557,555.5029,-1.857,11731.0528,4684,596.5225,397.0225,-39.0401,-19.3756,97.2227,294,59.9222,-8.2976,-4.8454,490.6742,0.0,2469.5517,1748.3865,87.524,-63.0441,-758.2399,0.3784,-1004.322,391.3488,386.3397,508.2523,403.5194,301.7197,0.0,0.0,26977.147,379.0,14799.4046,334,-5.135,-253.302,-6.5385,-116.1394,125.3319,10,53.6826,2000314.212,2000295.006,144.523,-358.6325,33.4122,30178.0328,508.5556,985.1512,18790.9494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.1389,14473.1912,8650.9764,6122.3087,8,184.4259,223.4455,284.465,294.465,300.465,-8.9941,108.6624,57.2562,-177.8142,186,35,25.4419,271,23.1275,24.1317,796.0347,518.3601,968.918,679.9958,796.4837,800.2394,-8.6579,1.0367,1.1213,8.5872,18103.1794,8609.5023,16.1853,10552.0344,18340.3083,12.8972,109.77,-19.671,-17.5935,480.3333,-18.8255,-16.6389,26360.8943,17685.9743,9404.209,-18.1513,912.1795,598.8564,-135.1005,76.8536,0
164,0.0,21.8046,910,14.5058,526.436,30941.7379,20759.7815,14466.9449,1081.8595,415.5379,990.8,13107.2282,18842.5737,495.2202,967.9867,11.6036,512.6399,26809.7435,24.6895,-573.5792,-10.2102,-985.255,-3.5377,758.3263,91.831,223.4145,-3.9519,7.0921,22.0381,20.7548,34.3175,28.8439,995.3077,48.4848,13182.8899,534.8354,30491.8645,27.0643,331.09,493.7533,229.1981,421.8762,7054.6859,130.8423,237.662,4.6507,291.9768,297.6096,224.8021,172.1631,5.74,-144.2745,-7.7204,1754,28.1874,0.0,10.9827,245.9021,18607.7037,11019.7144,34.9689,191.988,79.9304,-0.227,29413.2555,423.4646,-13.9143,12112.3208,3529,434.1071,408.9098,89.17,-5.1975,61.2278,296,57.2684,-4.7798,-8.2105,379.1631,13.8288,2554.9352,2943.5761,103.9757,-39.1788,71.2963,-12.7528,1226.2989,316.8095,328.2454,388.3571,292.4569,306.6747,10.9827,0.0,25955.8964,332.2222,13885.4405,328,-12.5612,378.3488,22.0807,68.8691,-111.3911,6,26.0281,1696.9663,507.7047,145.7465,128.4153,-6.3962,28780.9486,456.9835,953.8077,18262.2154,4.5933,1.8155,0.0,0.1941,0.0,-0.7046,4.5388,328.8421,14200.9305,8368.4995,7830.9058,6,205.9625,250.0163,292.8249,294.8249,296.8249,-5.0859,-224.0089,-21.8214,-49.3664,178,24,24.8185,261,24.2104,24.8478,771.3329,1009.537,1201.1126,1211.222,768.2969,708.9028,9.0837,-2.1212,8.1767,4.6507,17480.4563,8118.6538,22.5041,11093.6601,18888.4065,13.3997,107.97,-3.1614,-6.4072,547.4095,-7.9831,-5.6729,32084.3674,20751.8376,13820.6108,-3.7113,1084.3604,787.6433,-5.4748,72.0169,0
118,0.0,25.9152,1199,19.7146,550.9516,35922.7858,35440.2001,11717.9473,1640.2405,463.5374,1560.9522,12743.2519,31777.4856,561.7953,1320.5112,31.7922,487.7798,31147.4976,26.5619,-237.6186,-12.0303,-614.4161,5.0507,960.6306,56.4572,179.0086,-7.6659,6.4512,11.4472,10.8013,12.5638,14.5792,1712.4068,11.4109,12631.3513,593.4969,41599.7058,26.6056,543.07,638.2413,164.031,533.4545,7464.0801,161.05,164.4426,0.0,432.3397,419.2031,338.3555,-413.4342,-10.1054,-525.9678,-6.564,2119,16.3476,0.0,0.0,181.6581,27689.2613,9823.5601,34.9689,233.5079,-24.2734,0.9412,40863.9556,33.7684,0.7836,12648.4527,5010,546.4829,557.1951,157.499,-8.4292,123.2569,352,38.1879,-1.3656,-3.5311,480.3153,0.0,3521.6995,2957.6721,103.3046,-0.9472,1083.8294,9.0338,862.8204,444.2358,436.1515,513.9312,394.2157,285.1611,0.0,1.0322,33224.1122,353.5494,19708.1499,413,10.489,462.061,6.6156,832.3449,-1395.6321,4,23.7827,445.0237,768.8704,165.1214,-518.6929,-40.6277,38900.1138,469.3241,1398.9991,28501.3648,0.0,7.9153,0.0,0.0,3.1724,0.0,0.0,249.9289,16363.9786,10804.0536,7199.3404,9,244.0095,299.0536,341.9475,351.9475,355.9475,-17.5666,-1496.5075,-32.2052,-1534.0877,214,9,24.1581,312,24.7383,23.9086,446.4412,568.5902,489.9888,459.6279,446.3817,446.8457,3.9398,0.7941,0.0934,0.0,21101.9206,10676.2998,12.0883,11532.387,35881.2208,12.8786,72.2,-4.1923,-2.8135,563.5113,-4.4028,-2.4822,40452.868,39566.4059,12406.2206,-4.3107,1821.9882,471.4428,-4.3659,81.8998,1
0,0.0,31.88,1422,22.238,768.4444,41003.7141,24110.886,15270.4651,1277.0737,451.4722,1453.5938,19835.8193,26862.1417,759.7778,1094.3304,13.988,554.0,35648.5015,30.3248,237.1491,-0.6667,384.182,-13.8718,3444.0152,92.9158,254.6322,-167.1241,20.3566,25.3775,0.0,43.3885,24.5288,1408.5019,34.7634,18932.5551,734.3333,51592.2938,0.0,1179.08,1814.8151,254.6815,581.0425,8823.8932,0.0,270.7278,0.0,319.6259,336.0904,296.0272,575.406,2.4444,557.9458,-14.2345,8169,-36.3333,0.0,0.0,289.8443,20938.6998,13008.2055,15.998,239.9415,-108.7165,-3.1111,53189.5532,85.2306,2.3875,18480.9749,6433,478.6676,436.9364,70.0473,-8.7604,77.6923,1857,0.0,1.6939,2.7442,709.7827,0.0,2318.1149,1492.3506,90.749,52.4444,-3.6343,-1.6116,189.4998,408.1438,402.4356,452.5259,426.7978,341.3882,0.0,0.0,40114.8749,436.8889,17192.6451,2576,11.7778,-1023.5362,-35.3276,-349.954,-594.7517,0,33.9352,1599.1172,1022.946,0.0,-470.403,-13.7157,49872.2846,618.4444,1282.2958,23652.5257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.6667,18367.6345,8993.7981,7304.9177,0,172.5045,233.6007,302.4134,336.4134,334.4134,36.8197,-361.136,-34.8889,357.4015,582,46,34.9546,1280,32.331,32.5303,1167.3667,1128.3245,1995.8719,1178.2762,1167.3161,1167.0302,1.177,0.0,0.0,0.0,24238.5612,9845.8296,24.6225,14786.392,25829.272,0.0,0.0,-15.2581,-13.758,826.4444,-13.6053,-13.2579,47648.0932,25853.3904,17847.8323,-15.594,1401.8756,1132.6367,-158.6333,0.0,0
128,4.9615,25.1713,1310,9.5401,651.3056,41295.5042,32815.0623,13127.2503,1596.8574,501.0951,1601.6666,13836.9753,32843.3973,675.8889,1523.5046,22.955,638.9167,39505.6703,28.9571,-562.2452,-38.4809,-843.4776,0.1595,1474.7562,62.2879,198.521,-8.3966,5.662,16.6501,23.499,20.8316,19.1952,1568.0935,13.6551,14578.6595,678.1667,41540.8916,41.8674,582.07,1037.6863,197.5861,586.1248,7675.3535,159.4092,210.4322,0.0,410.229,462.6242,350.3755,-1094.6536,-10.2963,-223.842,-50.2891,2866,0.8008,0.0,0.0,204.6349,31058.2543,12395.3017,15.9969,285.6101,103.3055,7.0764,40900.0671,309.7298,4.9953,13370.6834,5892,622.923,554.7504,154.825,-8.1023,136.1874,541,51.2623,-2.8254,-4.2386,709.7827,0.0,3653.4712,2359.6835,110.2722,-34.4348,501.1473,24.6265,-228.0615,477.0146,461.6087,574.6877,422.8707,286.2557,0.0,0.0,34101.9406,404.0556,20135.9797,652,49.9268,-545.0988,3.1424,-206.869,1076.6812,8,26.6775,573.5159,400.6836,176.5123,837.4589,6.1677,40009.4978,536.1389,1372.8834,27332.5807,5.7154,0.0,4.9615,0.0,14.9542,4.1639,0.4421,313.6667,17378.0329,11386.6461,6632.4144,13,248.8505,320.7248,376.7248,408.7248,414.7248,-20.1164,-78.3056,8.9119,-384.6008,257,15,28.4514,451,28.1078,27.5895,699.305,806.1985,874.929,712.6002,699.2604,698.9956,-1.0912,1.1952,7.3761,0.0,22327.9415,11217.1293,17.3252,11715.6545,32021.9089,13.4127,85.51,-3.6954,-3.3805,797.8889,-5.8646,-3.314,42507.2961,31520.5837,14918.3796,-3.7941,1581.982,727.6574,-3.8641,87.8647,1
120,5.2522,22.1469,1198,8.9402,539.8889,33368.7087,33220.5096,9449.5153,1549.5142,472.7627,1615.0807,12132.3165,34123.1687,555.8889,1307.3398,18.6688,443.1944,26974.2083,25.9655,566.5282,-20.5218,179.2247,7.9207,1118.728,43.5878,153.2625,-4.453,3.9694,14.0157,23.3463,15.3629,16.7132,1657.4889,18.8551,12311.5857,632.5278,40314.9282,26.8454,530.06,772.8527,160.4265,516.0817,7078.5954,147.7859,180.209,0.0,379.4424,405.1791,330.1308,-833.4475,18.104,-155.9772,-21.3407,2335,14.5697,0.0,0.0,183.2497,28545.1729,7671.4604,15.9959,208.6289,-98.1421,11.0682,39433.488,207.5262,-21.4945,12042.0496,4740,540.7093,504.8842,203.6778,1.8759,175.0894,421,37.0109,3.2189,1.0183,558.2802,0.0,3630.2491,2307.7508,106.3509,-25.7528,-943.478,-30.653,-594.18,433.2894,422.2071,503.9638,390.9917,276.4335,0.0,0.0,33079.3972,363.1111,20642.6662,471,-6.4864,-1120.7088,-23.6055,-551.8052,322.5952,5,24.9826,716.4931,339.7268,158.7017,-44.3015,26.655,38291.7895,494.3889,1456.8596,30153.0446,2.0829,0.0,5.2522,0.0,3.546,0.0,0.0,251.1389,15953.2589,11190.6471,5945.6861,13,241.0868,324.905,381.2754,403.54,405.54,-2.1383,-101.0477,4.1959,-52.4168,226,22,24.2043,353,24.5244,25.3589,532.5965,635.1002,583.7899,791.0679,532.0397,528.6969,-2.8566,1.5886,0.4134,0.0,21008.9448,11000.3658,14.4929,10940.4218,34820.0511,13.3351,64.68,-11.1748,-4.9129,564.1389,-5.4446,-3.9125,38564.7338,33394.5054,11214.5928,-17.5888,1591.7813,550.7297,-7.9771,79.8442,1
64,0.0,25.2415,1230,13.7562,628.3076,35939.4807,35689.5333,11544.207,1657.0547,469.6049,1572.6492,13443.3148,31923.9694,586.534,1332.0821,29.5387,520.9444,31317.8262,27.4321,-13.6734,-25.6536,172.6841,9.7451,996.1411,60.9752,179.9875,-7.7709,6.3882,11.9874,12.4851,12.0914,11.5142,1721.2219,12.448,13262.997,604.3014,42245.6764,26.6347,556.08,666.2378,164.1072,557.9988,7680.1628,161.008,167.5099,0.0,446.9851,447.6729,354.9026,-340.8727,-11.7841,-67.1017,-8.3028,2170,20.129,0.0,0.0,184.4789,27903.4193,10609.677,34.9689,230.429,12.5614,3.624,41278.3778,72.1158,-4.2781,13736.5122,5384,585.6037,573.004,152.7796,-9.0166,106.3942,360,51.397,-0.0786,0.9924,498.0705,13.8424,3454.3075,3028.6615,125.7767,21.436,855.5291,5.8208,345.2879,464.0113,454.9899,541.5797,414.4004,287.311,0.0,0.9647,33542.2926,377.2119,19794.2767,422,18.261,357.6413,-8.5622,891.4292,-1319.345,5,24.8417,497.9187,550.249,165.2492,-542.1313,-29.7148,39434.9385,511.9619,1415.2741,28689.0898,0.0,8.0197,0.0,0.0,3.1699,0.0,0.0,311.7067,16509.9389,10922.6899,7559.2637,9,254.1725,310.8742,350.4377,357.9475,359.9475,-12.9206,-1271.2876,-43.4317,-1468.8247,220,9,24.7255,320,24.5299,24.7231,479.4963,460.569,483.655,483.3681,479.1618,482.8818,1.5767,0.3611,0.0464,0.0,21261.0108,10719.3632,15.4543,11964.5525,35923.1883,12.8993,72.2,-4.7308,-3.0782,587.1183,-5.1204,-2.4909,41207.4238,39626.7861,13458.8587,-4.8873,1837.5249,618.1733,-4.7703,83.7496,0
44,0.0,24.6545,960,21.1675,593.1646,35310.4037,25422.0732,12334.5763,1277.9165,438.6652,1302.5793,12901.5341,25625.0645,611.6008,1192.2002,22.803,522.3086,31969.0001,25.2584,-412.9661,-46.0827,-752.9155,3.8915,1265.6063,71.2147,207.5909,-5.9365,4.8083,16.6424,24.815,10.9411,13.3818,1309.107,13.2483,12765.1087,631.3539,36341.5004,42.1883,517.06,847.8986,214.0024,440.2891,7026.6752,141.9105,218.7557,0.0,319.5343,310.752,251.6798,-315.5477,-13.5734,-361.687,-8.1208,2903,-3.5679,0.0,0.0,216.3185,23778.9198,10967.0689,34.9689,232.5894,-609.9835,-4.9672,36618.0308,-162.0892,-22.1793,12890.0411,3908,442.5023,441.3356,90.0746,-7.1429,91.9072,564,46.2305,-2.6816,-4.8891,631.0458,0.0,2881.7704,2514.0633,84.2616,-9.75,-33.7621,1.2512,-165.0978,353.7366,347.6364,413.5604,307.0356,307.5277,0.0,0.0,30931.5674,334.6049,16029.8567,669,25.175,387.1661,-6.3228,685.9003,83.165,5,22.9207,490.1855,783.1964,156.9053,21.4831,-1.2149,36727.895,483.2963,1217.8607,23985.5642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.6997,15421.5542,8960.8891,6910.5237,14,177.5211,232.6435,292.6435,320.1533,333.7629,-6.4023,-604.9129,4.939,-755.5037,265,15,22.2127,455,22.9578,23.2315,615.7695,495.1273,404.8207,533.143,617.3572,597.1022,-1.0006,0.7027,7.8428,0.0,19681.7734,8987.7866,13.1228,11092.1763,25882.2923,13.9887,57.69,-9.1093,-7.555,619.5473,-11.8331,-7.1485,36313.4527,25490.0124,13210.6454,-11.0446,1285.8496,485.5427,-6.2838,78.0798,0
111,0.0,25.0398,1457,13.0798,473.6173,33263.7279,27568.3365,10438.6632,1320.6997,508.4141,1441.4165,11775.6235,29595.965,520.8241,1159.6799,0.0,393.7593,29684.2361,0.0,-722.9392,-7.5478,-554.8337,-25.1428,1126.0087,58.8652,189.0716,-6.9434,9.3718,14.4682,9.2151,19.638,15.9945,1466.1035,17.8187,11553.5725,518.3025,36228.1953,26.9845,465.06,811.6152,187.9307,643.7937,7660.3876,164.4665,190.6418,0.0,471.542,465.0988,376.2308,-507.048,-0.3962,64.7352,-12.9354,1565,-1.5996,0.0,0.0,184.8377,24048.2009,9241.8293,31.9721,231.7448,170.4274,1.567,36510.742,241.8847,15.8738,12932.9279,6208,608.5084,622.3041,57.2304,-15.3775,232.0416,246,31.2496,-4.6047,-3.534,563.0044,0.0,3783.4545,2870.6264,109.0985,-18.2528,220.802,20.0941,-60.6891,487.4571,489.7519,575.9739,495.408,284.3343,0.0,0.0,31981.6097,355.0864,19507.1168,266,5.6321,183.4226,-3.8857,166.9288,618.2893,7,26.2765,712.7465,523.1938,165.2439,-125.0883,21.837,37208.3913,452.6358,1311.2012,26563.8472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.4479,17122.672,11155.4079,7064.8458,7,220.409,288.4121,358.7159,401.1223,405.8772,-28.8074,-819.6355,-24.0085,-1201.9144,158,21,26.6654,216,25.8445,26.2031,578.7294,639.7819,785.5213,699.792,578.8061,599.0678,-0.3429,1.939,9.2678,0.0,21609.4039,10817.1436,19.263,11313.6212,30763.5622,13.2194,40.62,-3.8633,-2.9447,504.0309,-4.9858,-2.5392,35459.3793,28817.8414,11258.2409,-4.5275,1384.2696,770.5199,-5.2873,83.3123,1
28,0.0,23.6851,1181,7.8718,554.2222,37117.006,26463.5174,11930.5218,1311.7568,448.9705,1294.2346,13802.1998,25590.1397,570.0556,1249.8161,27.8079,493.5556,34796.7662,27.6642,-304.3707,0.2782,30.759,0.5975,1521.6682,66.8006,209.6191,-2.6974,14.3055,10.8596,23.3827,13.0686,13.534,1331.9482,13.2877,13294.5426,552.6111,39589.3243,25.3425,664.08,1034.425,214.5492,544.9119,7654.1918,162.6035,219.0194,4.8293,355.5503,374.3504,304.4479,209.2536,8.6324,243.4961,-19.0223,3245,-12.8245,11.5498,0.0,228.84,25503.034,11088.8933,16.0062,252.3853,-482.1549,24.1666,39245.9667,5.3931,-28.0086,13226.6446,5393,526.3389,474.3823,86.3167,5.0944,153.3969,638,28.9845,-1.8336,0.1853,709.7827,0.0,2892.5051,1904.6839,100.1915,-0.4405,-441.9175,6.5674,-178.3803,411.0886,401.9869,481.7448,397.7678,306.1828,0.0,0.0,32641.3373,413.1111,16900.3322,780,-26.3148,-343.0583,16.6184,-570.8658,-283.4624,7,25.8317,544.7947,322.7445,169.4289,-464.2131,7.0587,37788.5407,492.3333,1191.2602,23585.9746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.1389,16494.5596,9680.0386,6530.9376,21,197.9235,256.45,326.7538,360.4053,363.1602,-6.6095,-304.7478,-11.867,-92.9641,287,30,25.7635,501,25.907,25.0022,445.2447,554.8924,535.8124,445.006,445.2486,445.2671,-1.0311,1.7031,12.5344,4.8293,21126.6135,9886.7365,11.5099,11729.35,26609.1593,11.5498,93.63,-6.6375,-5.8959,551.3333,-4.5121,-5.0013,38766.4287,27242.9415,12527.105,-6.5423,1354.0813,471.9069,-11.6315,87.0841,0
40,5.9588,29.901,1640,20.3175,624.9167,30639.6894,21286.6921,10558.8855,1081.3546,509.5859,1319.702,14768.7174,25060.484,787.1111,1042.0469,20.9134,501.6667,27551.4892,30.5344,476.4179,-13.1022,248.199,9.475,1641.8573,66.4226,202.5845,-152.7763,7.5733,15.35,28.2854,17.2351,17.8141,1275.2372,13.7777,12926.9925,805.0,35239.97,78.8865,608.08,1162.8361,218.8549,722.6929,7842.6668,165.3539,230.2063,0.0,480.4154,557.1269,453.0071,-19.7688,-6.2935,434.7516,-34.0706,2144,-56.8699,0.0,0.0,224.4584,21035.0745,9033.4803,16.0067,195.4959,-456.4581,-3.6792,38628.7375,-86.2943,-13.9182,14546.7686,7746,704.7475,609.8024,216.6063,8.1724,34.1243,354,84.3385,3.5031,1.825,709.7827,0.0,2896.2618,1947.8728,93.027,84.4743,-622.7808,0.6802,43.0406,572.6163,559.9305,658.4025,566.6731,318.2898,0.0,0.0,33718.6843,435.0,16136.6213,366,-11.6837,-750.2277,-12.3525,-699.9116,-107.7661,12,28.1919,606.2192,893.9692,177.5004,-894.1514,28.571,39840.851,628.0,1209.4195,22930.8612,0.0,0.0,11.9176,14.3869,0.0,11.7972,12.014,448.5,17653.2564,9798.1377,7142.0297,13,169.1536,212.7025,271.2709,304.0,308.0,-29.9576,-252.0428,-43.1431,-623.444,228,44,29.177,300,29.3224,28.5823,675.3993,783.821,758.3433,662.4687,675.4563,675.8111,0.3074,2.726,3.3952,0.0,22280.2861,9797.9556,17.0575,11942.3386,24367.3453,13.0236,126.48,-150.6176,-153.7582,620.8889,-29.5704,-158.5921,32228.8847,21137.3765,11058.6269,-147.2642,1099.8286,750.5303,-159.1796,91.7379,0
163,0.0,21.808,939,11.873,532.5471,33421.1459,21990.0364,14997.6924,1144.7454,444.0623,1152.8364,13738.2571,22616.9832,518.6461,1106.9885,9.975,489.1955,30613.7633,25.5597,-736.4906,-29.4955,-1068.2099,-2.6831,790.1646,81.2386,217.1189,-4.311,7.1506,22.6959,23.5913,275.6791,297.7871,1141.5018,23.5074,13541.8069,540.7243,33610.9524,27.3271,340.08,517.2661,232.0913,439.8096,7175.5598,142.6533,218.2974,4.9169,305.8449,307.5594,235.7185,-310.3341,17.2194,-153.4,-25.9828,1847,32.6217,0.0,11.0973,231.7997,21528.1257,11454.6461,34.9689,224.6708,712.8305,1.8046,32991.5606,892.1689,4.2526,12505.192,3788,441.6547,428.5802,103.5059,-5.0749,106.7681,317,44.2353,-5.2233,-7.576,395.0823,0.0,3027.8477,3197.9233,88.744,-22.9668,48.5076,3.3504,1163.2265,333.1821,343.5514,403.15,305.4928,295.6722,11.0973,0.0,27747.7592,325.4444,15722.2421,351,-2.8694,1368.8547,39.9948,709.6432,-1352.3323,7,24.267,846.2673,427.4269,154.1827,-1204.9781,-55.1933,31473.5321,451.2119,1027.5684,19674.8677,0.0,1.6771,0.0,0.1902,0.0,-0.5836,4.1968,276.6198,15026.339,9243.1225,7763.5751,6,223.6178,283.592,320.8113,328.8113,330.8113,23.6018,385.2288,2.1172,569.3242,187,24,33.1299,275,33.4076,23.0876,817.0516,10720.3363,9924.4479,609.8512,816.6548,554.1063,8.078,-1.9145,14.7648,4.9169,18627.3464,8941.6693,132.7833,11268.8617,21805.7888,13.5587,107.97,-3.4169,-6.3318,566.0761,-8.6508,-5.0173,34054.3995,24473.8411,14120.2807,-3.8909,1232.8485,4780.1978,-5.7217,73.8593,0
25,0.0,25.3237,1262,9.8925,641.8333,40527.1131,37423.1,12214.8464,1763.2614,502.463,1809.2887,14983.8074,37578.9494,769.5556,1573.743,14.4906,560.9861,35372.7527,29.4989,-1552.2076,-17.3232,-772.4974,-62.2383,1572.6589,49.1903,168.4417,-5.1932,7.2229,16.1692,23.6432,10.2466,15.4529,1619.7279,13.3105,13925.9914,661.9028,43117.1922,39.081,582.09,1109.9196,172.4558,583.4148,7853.1703,163.4162,194.6554,4.4756,353.1745,507.4167,334.7936,-1688.9459,-6.2366,-426.1777,-69.2272,2677,-32.7497,0.0,0.0,207.2942,33151.2194,10329.9535,16.0063,269.2261,1603.9604,15.5965,43736.8122,1035.1423,71.8955,14723.3665,5947,668.0267,482.5307,15.0022,-24.3127,184.6439,489,52.8927,-7.3915,-3.6786,709.7827,0.0,3628.5161,2475.9466,112.978,9.1133,234.9676,23.4391,119.2752,450.199,444.9112,574.7165,438.5957,277.4855,0.0,2.7348,34484.4457,420.9722,21521.7613,538,-6.3257,-1858.7044,-43.6699,-1110.4388,-1031.9689,7,26.5701,559.0418,415.4847,168.7322,-1495.1283,34.5556,42619.4795,583.6389,1428.2549,27750.0515,0.2621,0.0,0.0,0.3059,0.0,1.2209,2.7206,324.2292,17021.7878,11714.6664,6797.0662,14,269.2056,350.3341,390.3083,414.0828,416.0828,36.4378,614.2961,23.8988,1154.5774,269,18,25.4714,405,27.1969,26.8786,679.1071,649.0204,430.3571,601.6411,677.8368,676.2907,0.5076,1.0536,6.1197,4.4756,21921.3542,11489.4231,16.3661,12448.5722,32522.5999,12.441,96.77,-9.3772,-3.9933,631.25,-10.2001,-2.7625,43018.8348,34055.7829,13143.6931,-9.7484,1671.9521,687.3742,-6.5878,87.4301,0
